id,titulo,personaje_principal,personajes_secundarios,tipo_contenido,plataforma,objetivo,hipotesis,estado,prioridad,dificultad_produccion,reutilizable,fecha_ultima_publicacion,fuente,formato,categoria,bloqueado_canon,estado_operacion_normalizado,estado_canon_normalizado,asset_ref_confirmado,asset_ref_candidato,reconciliacion_estado,reconciliacion_confianza,reconciliacion_fuente,reconciliacion_nota,registro_relacionado,drive_reference_id,meta_publication_id,meta_permalink,asset_set,Asset_Ref,Asset_Filename,Drive_ID,Estado_Canon,Estado_Produccion,Estado_Publicacion,Ultima_Sincronizacion,Motivo_Revision_Normalizado,personaje_principal_normalizado,personajes_secundarios_normalizados,rol_narrativo,tipo_humor_normalizado,potencial_etiquetado,confianza_taxonomia,fuente_taxonomia,nota_taxonomia
CNT-063,Histórico reuse — 260635 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-22,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260635,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1wYXYPbjEWPmXa2jazcv-q6bqoKCJfYDB; Meta ID 1036844829507460_122124494049072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1wYXYPbjEWPmXa2jazcv-q6bqoKCJfYDB,1036844829507460_122124494049072582,,,260635,260635 - Universe.png,1wYXYPbjEWPmXa2jazcv-q6bqoKCJfYDB,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-064,Histórico reuse — 260642 - Universe+Wilfred.png,@char_USM_universe,@char_USM_wilfred,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-30,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260642,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1JD8VkU9IsOZZAZiqwrPDGnJQuVEC5Efj; Meta ID 1036844829507460_122124931461072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1JD8VkU9IsOZZAZiqwrPDGnJQuVEC5Efj,1036844829507460_122124931461072582,,,260642,260642 - Universe+Wilfred.png,1JD8VkU9IsOZZAZiqwrPDGnJQuVEC5Efj,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Wilfred,Dúo o pareja,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-065,Histórico reuse — 260644 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-30,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260644,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1pYa6y0UodlQ00lmGozoCkne19pmKByiw; Meta ID 1036844829507460_122124927519072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1pYa6y0UodlQ00lmGozoCkne19pmKByiw,1036844829507460_122124927519072582,,,260644,260644 - Universe.png,1pYa6y0UodlQ00lmGozoCkne19pmKByiw,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-066,Histórico reuse — 260650 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-31,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260650,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1qL6amvdj4Eolwj_oB3VZkLVPa1rwxZ4J; Meta ID 1036844829507460_122124960891072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1qL6amvdj4Eolwj_oB3VZkLVPa1rwxZ4J,1036844829507460_122124960891072582,,,260650,260650 - Universe.png,1qL6amvdj4Eolwj_oB3VZkLVPa1rwxZ4J,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-067,Histórico reuse — 260659 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-31,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260659,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1Q6tj-xKLWDPvxSsIRVPk17Q8D60LsAPK; Meta ID 1036844829507460_122125167639072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1Q6tj-xKLWDPvxSsIRVPk17Q8D60LsAPK,1036844829507460_122125167639072582,,,260659,260659 - Universe.png,1Q6tj-xKLWDPvxSsIRVPk17Q8D60LsAPK,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-068,Histórico junio — Universe - Existencial 260724.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-06-07,Operations/Research/2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260724,,Resolved_Historical_Asset,High,Visual match Top screenshot + Drive 06 Junio + Meta historical dataset,"Coincidencia visual exacta con captura Top: texto “No conoces a nadie por accidente”, “El Universo:” y “A ver cojan”; captura muestra caption ✨✨✨ del 2026-06-07. Dataset Meta: post ID 1036844829507460_122127939543072582, local 18:43:18, 25 reacciones, 1 comentario, 6 shares, 32 interacciones. La captura contiene métricas lifetime posteriores y no se mezclan con el dataset.",,1smMni1etHda5lhATT0XGtjE1EcAvIFYw,1036844829507460_122127939543072582,,,260724,Universe - Existencial 260724.png,1smMni1etHda5lhATT0XGtjE1EcAvIFYw,No evaluado,Asset_Listo,Historica,2026-08-17,Visual + Meta + Drive reconciled; no canonical approval,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-069,Histórico junio — 2607792 - fantasma+Universe - El gato ;o (21-jun-26).jpeg,@char_USM_fantasma,@char_USM_universe,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-06-21,Operations/Research/2026-08-16_Manifiesto_Movimiento_35_Memes_Agosto.json + Meta historical dataset,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,2607792,,Resolved_Historical_Asset,High,Meta visual + Drive 08 Agosto + manifest movement + historical ledger,"Coincidencia visual exacta entre captura/post Meta y el archivo movido a 08 Agosto; no se infiere por similitud temática. CNT creado con evidencia de filename, Drive ID y Meta ID.",,1dYQ2ymvaqEC3P1S96TqrFBOXexYXDT8E,1036844829507460_122132599809072582,,08 Agosto,2607792,2607792 - fantasma+Universe - El gato ;o (21-jun-26).jpeg,1dYQ2ymvaqEC3P1S96TqrFBOXexYXDT8E,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from 08 Agosto move manifest + Meta visual evidence,Universe,Fantasma,Dúo o pareja,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-070,Histórico junio — 2607794 - Universe - Aver.. A ver... (22-jun-26).png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-06-22,Operations/Research/2026-08-16_Manifiesto_Movimiento_35_Memes_Agosto.json + Meta historical dataset,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,2607794,,Resolved_Historical_Asset,High,Meta visual + Drive 08 Agosto + manifest movement + historical ledger,"Coincidencia visual exacta entre captura/post Meta y el archivo movido a 08 Agosto; no se infiere por similitud temática. CNT creado con evidencia de filename, Drive ID y Meta ID.",,1NzGQgxa38avO_jp14x7eRTzoaRutv9IW,1036844829507460_122132690157072582,,08 Agosto,2607794,2607794 - Universe - Aver.. A ver... (22-jun-26).png,1NzGQgxa38avO_jp14x7eRTzoaRutv9IW,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from 08 Agosto move manifest + Meta visual evidence,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-071,Histórico junio — 260733 - Evan - Yo aura fuerte (10-jun-26).png,@char_USM_evan,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-06-09,Operations/Research/2026-08-16_Manifiesto_Movimiento_35_Memes_Agosto.json + Meta historical dataset,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260733,,Resolved_Historical_Asset,High,Meta visual + Drive 08 Agosto + manifest movement + historical ledger,"Coincidencia visual exacta entre captura/post Meta y el archivo movido a 08 Agosto; no se infiere por similitud temática. CNT creado con evidencia de filename, Drive ID y Meta ID.",,1H5FGtTmz9rJtVWZqzmyR12gnb7LlBDUO,1036844829507460_122128723341072582,,08 Agosto,260733,260733 - Evan - Yo aura fuerte (10-jun-26).png,1H5FGtTmz9rJtVWZqzmyR12gnb7LlBDUO,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from 08 Agosto move manifest + Meta visual evidence,Evan,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-072,Histórico junio — 2607825 - Kael - Ser el malo de la historia (28-jun-26).png,@char_USM_kael,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-06-28,Operations/Research/2026-08-16_Manifiesto_Movimiento_35_Memes_Agosto.json + Meta historical dataset,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,2607825,,Resolved_Historical_Asset,High,Meta visual + Drive 08 Agosto + manifest movement + historical ledger,"Coincidencia visual exacta entre captura/post Meta y el archivo movido a 08 Agosto; no se infiere por similitud temática. CNT creado con evidencia de filename, Drive ID y Meta ID.",,1sJxr-1-NnLFn4Q2Tl1lUB-_QJQmUB5n3,1036844829507460_122134136793072582,,08 Agosto,2607825,2607825 - Kael - Ser el malo de la historia (28-jun-26).png,1sJxr-1-NnLFn4Q2Tl1lUB-_QJQmUB5n3,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from 08 Agosto move manifest + Meta visual evidence,Kael,Ninguno,Protagonista,Humor ácido o negro,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-073,Histórico junio — 260735 - Universe - dentro de ti hay dos payasos (10-jun-26).png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-06-10,Operations/Research/2026-08-16_Manifiesto_Movimiento_35_Memes_Agosto.json + Meta historical dataset,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260735,,Resolved_Historical_Asset,High,Meta visual + Drive 08 Agosto + manifest movement + historical ledger,"Coincidencia visual exacta entre captura/post Meta y el archivo movido a 08 Agosto; no se infiere por similitud temática. CNT creado con evidencia de filename, Drive ID y Meta ID.",,1ZmJrhaJFpF3_R9prrCV6u8wyOt9GkWH0,1036844829507460_122129013585072582,,08 Agosto,260735,260735 - Universe - dentro de ti hay dos payasos (10-jun-26).png,1ZmJrhaJFpF3_R9prrCV6u8wyOt9GkWH0,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from 08 Agosto move manifest + Meta visual evidence,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-074,Histórico julio — Universe - Existencial 260604.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-07-18,Operations/Research/2026-08-17_Lista_Confirmacion_Assets_Julio.csv + Meta visual evidence + Drive 07 Julio,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260604,,Resolved_Historical_Asset,High,Meta visual + Drive filename/ID + July confirmation CSV,"Visual match exacto confirmado en Facebook: imagen con el texto ""¿Por qué estás tan callado? ¿Qué tienes en mente?"" y personaje dentro de una burbuja. CNT creado con evidencia conjunta; no se infiere por caption solamente.",,1WXH7_KH4jdhFcqnGDYRGrHtKRNI6VD77,1036844829507460_122140003413072582,,07 Julio,260604,Universe - Existencial 260604.png,1WXH7_KH4jdhFcqnGDYRGrHtKRNI6VD77,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from Drive 07 Julio + Meta visual evidence,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-075,Histórico julio — Universe - Existencial 2607987.jpeg,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-07-28,Operations/Research/2026-08-17_Lista_Confirmacion_Assets_Julio.csv + Meta visual evidence + Drive 07 Julio,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,2607987,,Resolved_Historical_Asset,High,Meta visual + Drive filename/ID + July confirmation CSV,"Visual match exacto confirmado en Facebook: Fantasma sentado en un bosque con el texto ""No es desinterés, ya se me olvidan las cosas bien feo."" CNT creado con evidencia conjunta; no se infiere por caption solamente.",,1CeJ4UYYlU1I7ecJtYtgLOYBzHXyVc9sm,1036844829507460_122142779757072582,,07 Julio,2607987,Universe - Existencial 2607987.jpeg,1CeJ4UYYlU1I7ecJtYtgLOYBzHXyVc9sm,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from Drive 07 Julio + Meta visual evidence,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-076,Histórico julio — Universe - Existencial 729.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-07-27,Operations/Research/2026-08-17_Lista_Confirmacion_Assets_Julio.csv + Meta visual evidence + Drive 07 Julio,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,729,,Resolved_Historical_Asset,High,Meta visual + Drive filename/ID + July confirmation CSV,"Visual match exacto confirmado en Facebook: dos parejas de esqueletos con el texto ""Ni ella le habló y él no la buscó..."" CNT creado con evidencia conjunta; no se infiere por caption solamente.",,1n9mj2FnGRv0kbEbEHk2RV1KKJDeSQTxk,1036844829507460_122142627051072582,,07 Julio,729,Universe - Existencial 729.png,1n9mj2FnGRv0kbEbEHk2RV1KKJDeSQTxk,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from Drive 07 Julio + Meta visual evidence,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-077,Histórico julio — Universe - Existencial 260504.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-07-21,Operations/Research/2026-08-17_Lista_Confirmacion_Assets_Julio.csv + Meta visual evidence + Drive 07 Julio,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260504,,Resolved_Historical_Asset,High,Meta visual + Drive filename/ID + July confirmation CSV,"Visual match exacto confirmado en Facebook: collage con múltiples personajes/temas y el texto ""Los cambios de tema que tengo en una sola conversación:"" CNT creado con evidencia conjunta; no se infiere por caption solamente.",,1V6q1qygkALahU-HqNSJP-rmIwI-t0m16,1036844829507460_122140844349072582,,07 Julio,260504,Universe - Existencial 260504.png,1V6q1qygkALahU-HqNSJP-rmIwI-t0m16,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from Drive 07 Julio + Meta visual evidence,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-078,Histórico julio — Universe - Existencial 728.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-07-18,Operations/Research/2026-08-17_Lista_Confirmacion_Assets_Julio.csv + Meta visual evidence + Drive 07 Julio,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,728,,Resolved_Historical_Asset,High,Meta visual + Drive filename/ID + July confirmation CSV,"Visual match exacto confirmado en Facebook: gato gris con gafas en las nubes y el texto ""Adivina kien anda bien caliente"" / ""El planeta invesil, cuídalo"" CNT creado con evidencia conjunta; no se infiere por caption solamente.",,1aV1bNoJpaXjtdZEQExebSj6i4SkXhVWr,1036844829507460_122139999861072582,,07 Julio,728,Universe - Existencial 728.png,1aV1bNoJpaXjtdZEQExebSj6i4SkXhVWr,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from Drive 07 Julio + Meta visual evidence,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-079,Histórico julio — Universe - Existencial 2607966.jpeg,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-07-22,Operations/Research/2026-08-17_Lista_Confirmacion_Assets_Julio.csv + Meta visual evidence + Drive 07 Julio,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,2607966,,Resolved_Historical_Asset,High,Meta visual + Drive filename/ID + July confirmation CSV,"Visual match exacto confirmado en Facebook: gato con gafas y capa oscura junto a una vela, con el texto ""Quiero aclarar que lo que publico no me define como persona. En realidad estoy más loco."" CNT creado con evidencia conjunta; no se infiere por caption solamente.",,1r6TG0yLNQAlVF8RL0XfqbevmobIVd89m,1036844829507460_122141207841072582,,07 Julio,2607966,Universe - Existencial 2607966.jpeg,1r6TG0yLNQAlVF8RL0XfqbevmobIVd89m,No evaluado,Asset_Listo,Historica,2026-08-17,Historical asset reconciled from Drive 07 Julio + Meta visual evidence,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
